"No.","Time","Source","Destination","Protocol","Length","Info"
"186","2.648894","17.253.57.203","10.90.119.247","TCP","66","80  >  60820 [FIN, ACK] Seq=3078 Ack=306 Win=64768 Len=0 TSval=1898150343 TSecr=648038801"
"187","2.648947","10.90.119.247","17.253.57.203","TCP","66","60820  >  80 [ACK] Seq=306 Ack=3079 Win=131072 Len=0 TSval=648038828 TSecr=1898150343"
"188","2.650713","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=14797 Ack=5849 Win=64128 Len=0 TSval=1092411580 TSecr=648038803"
"189","2.651651","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=14797 Ack=5849 Win=64128 Len=1448 TSval=1092411581 TSecr=648038803 [TCP segment of a reassembled PDU]"
"190","2.652001","17.248.248.50","10.90.119.247","TLSv1.3","1258","Application Data"
"191","2.652030","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=5849 Ack=17437 Win=129856 Len=0 TSval=648038830 TSecr=1092411581"
"192","2.671537","17.253.15.203","10.90.119.247","TCP","66","443  >  60821 [ACK] Seq=1 Ack=518 Win=64512 Len=0 TSval=2193331521 TSecr=648038820"
"193","2.671984","17.253.15.203","10.90.119.247","TLSv1.3","1510","Server Hello, Change Cipher Spec, Application Data"
"194","2.672332","17.253.15.203","10.90.119.247","TCP","1510","443  >  60821 [PSH, ACK] Seq=1445 Ack=518 Win=64512 Len=1444 TSval=2193331522 TSecr=648038820 [TCP segment of a reassembled PDU]"
"195","2.672334","17.253.15.203","10.90.119.247","TCP","1274","443  >  60821 [PSH, ACK] Seq=2889 Ack=518 Win=64512 Len=1208 TSval=2193331522 TSecr=648038820 [TCP segment of a reassembled PDU]"
"196","2.672384","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=518 Ack=2889 Win=129600 Len=0 TSval=648038850 TSecr=2193331522"
"197","2.672384","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=518 Ack=4097 Win=128384 Len=0 TSval=648038850 TSecr=2193331522"
"198","2.672571","17.253.15.203","10.90.119.247","TLSv1.3","880","Application Data, Application Data, Application Data"
"199","2.672599","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=518 Ack=4911 Win=130240 Len=0 TSval=648038850 TSecr=2193331522"
"200","2.678868","10.90.119.247","17.253.15.203","TLSv1.3","130","Change Cipher Spec, Application Data"
"201","2.680432","10.90.119.247","17.253.15.203","TLSv1.3","449","Application Data"
"202","2.690904","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"203","2.691069","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"204","2.707273","17.253.15.203","10.90.119.247","TCP","66","443  >  60821 [ACK] Seq=4911 Ack=582 Win=64512 Len=0 TSval=2193331558 TSecr=648038856"
"205","2.707519","17.253.15.203","10.90.119.247","TLSv1.3","353","Application Data"
"206","2.707520","17.253.15.203","10.90.119.247","TLSv1.3","353","Application Data"
"207","2.707556","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=965 Ack=5198 Win=130752 Len=0 TSval=648038882 TSecr=2193331558"
"208","2.707556","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=965 Ack=5485 Win=130496 Len=0 TSval=648038882 TSecr=2193331558"
"209","2.708192","17.253.15.203","10.90.119.247","TCP","66","443  >  60821 [ACK] Seq=5485 Ack=965 Win=64256 Len=0 TSval=2193331559 TSecr=648038857"
"210","2.709147","17.253.15.203","10.90.119.247","TLSv1.3","416","Application Data"
"211","2.709173","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=965 Ack=5835 Win=130688 Len=0 TSval=648038883 TSecr=2193331559"
"212","2.718757","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=17437 Ack=6513 Win=64128 Len=0 TSval=1092411648 TSecr=648038866"
"213","2.721031","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"214","2.721088","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=6513 Ack=18547 Win=129920 Len=0 TSval=648038894 TSecr=1092411650"
"215","3.080224","10.90.119.247","104.85.8.139","TLSv1.2","90","Application Data"
"216","3.080943","10.90.119.247","104.85.8.139","TCP","66","60773  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=648039251 TSecr=596555787"
"217","3.093771","104.85.8.139","10.90.119.247","TCP","66","443  >  60773 [ACK] Seq=1 Ack=25 Win=503 Len=0 TSval=596615609 TSecr=648039251"
"218","3.093773","104.85.8.139","10.90.119.247","TLSv1.2","90","Application Data"
"219","3.093843","10.90.119.247","104.85.8.139","TCP","54","60773  >  443 [RST] Seq=26 Win=0 Len=0"
"220","3.093956","104.85.8.139","10.90.119.247","TCP","66","443  >  60773 [RST, ACK] Seq=25 Ack=26 Win=503 Len=0 TSval=596615609 TSecr=648039251"
"221","3.255731","192.0.78.17","10.90.119.247","TLSv1.2","93","Application Data"
"222","3.255801","10.90.119.247","192.0.78.17","TCP","54","60663  >  443 [ACK] Seq=1 Ack=40 Win=32767 Len=0"
"223","3.255953","192.0.78.17","10.90.119.247","TLSv1.2","78","Application Data"
"224","3.255955","192.0.78.17","10.90.119.247","TCP","54","443  >  60663 [FIN, ACK] Seq=64 Ack=1 Win=111 Len=0"
"225","3.255993","10.90.119.247","192.0.78.17","TCP","54","60663  >  443 [ACK] Seq=1 Ack=64 Win=32767 Len=0"
"226","3.255994","10.90.119.247","192.0.78.17","TCP","54","60663  >  443 [ACK] Seq=1 Ack=65 Win=32767 Len=0"
"227","3.256043","10.90.119.247","192.0.78.17","TLSv1.2","93","Application Data"
"228","3.256290","10.90.119.247","192.0.78.17","TLSv1.2","78","Application Data"
"229","3.257005","10.90.119.247","192.0.78.17","TCP","54","60663  >  443 [RST, ACK] Seq=64 Ack=65 Win=32767 Len=0"
"230","3.274598","192.0.78.17","10.90.119.247","TCP","54","443  >  60663 [RST, ACK] Seq=65 Ack=64 Win=111 Len=0"
"231","3.665037","162.125.19.131","10.90.119.247","TLSv1.2","184","Application Data"
"232","3.665104","10.90.119.247","162.125.19.131","TCP","66","60651  >  443 [ACK] Seq=1 Ack=119 Win=2046 Len=0 TSval=648039831 TSecr=1536084583"
"233","4.000373","10.90.119.247","17.253.108.253","NTP","90","NTP Version 4, client"
"234","4.186661","Cisco_7d:ab:a0","Broadcast","ARP","42","Gratuitous ARP for 10.90.110.158 (Request)"
"235","4.645264","10.90.119.247","17.253.15.203","TLSv1.3","90","Application Data"
"236","4.645979","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [FIN, ACK] Seq=989 Ack=5835 Win=131072 Len=0 TSval=648040810 TSecr=2193331559"
"237","4.674905","17.253.15.203","10.90.119.247","TCP","66","443  >  60821 [ACK] Seq=5835 Ack=989 Win=64256 Len=0 TSval=2193333525 TSecr=648040810"
"238","4.675087","17.253.15.203","10.90.119.247","TCP","66","443  >  60821 [FIN, ACK] Seq=5835 Ack=990 Win=64256 Len=0 TSval=2193333525 TSecr=648040810"
"239","4.675138","10.90.119.247","17.253.15.203","TCP","66","60821  >  443 [ACK] Seq=990 Ack=5836 Win=131072 Len=0 TSval=648040839 TSecr=2193333525"
"240","5.021038","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"241","5.021283","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"242","5.050037","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=18547 Ack=7177 Win=64128 Len=0 TSval=1092413979 TSecr=648041184"
"243","5.053313","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"244","5.053354","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=7177 Ack=19657 Win=129920 Len=0 TSval=648041215 TSecr=1092413981"
"245","5.074415","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"246","5.074570","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"247","5.085649","192.0.77.32","10.90.119.247","TLSv1.2","93","Application Data"
"248","5.085701","10.90.119.247","192.0.77.32","TCP","54","60718  >  443 [ACK] Seq=1 Ack=40 Win=32767 Len=0"
"249","5.085805","192.0.77.32","10.90.119.247","TLSv1.2","78","Application Data"
"250","5.085840","10.90.119.247","192.0.77.32","TCP","54","60718  >  443 [ACK] Seq=1 Ack=64 Win=32767 Len=0"
"251","5.085886","10.90.119.247","192.0.77.32","TLSv1.2","93","Application Data"
"252","5.086166","10.90.119.247","192.0.77.32","TLSv1.2","78","Application Data"
"253","5.086539","10.90.119.247","192.0.77.32","TCP","54","60718  >  443 [RST, ACK] Seq=64 Ack=64 Win=32767 Len=0"
"254","5.087123","192.0.77.32","10.90.119.247","TCP","54","443  >  60718 [FIN, ACK] Seq=64 Ack=1 Win=62 Len=0"
"255","5.087151","10.90.119.247","192.0.77.32","TCP","54","60718  >  443 [RST] Seq=1 Win=0 Len=0"
"256","5.095616","192.0.77.32","10.90.119.247","TCP","54","443  >  60718 [RST, ACK] Seq=65 Ack=40 Win=62 Len=0"
"257","5.096228","192.0.77.32","10.90.119.247","TCP","54","443  >  60718 [RST] Seq=64 Win=0 Len=0"
"258","5.102361","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=19657 Ack=7841 Win=64128 Len=0 TSval=1092414032 TSecr=648041236"
"259","5.106968","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"260","5.107003","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=7841 Ack=20766 Win=129920 Len=0 TSval=648041265 TSecr=1092414033"
"261","5.145408","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"262","5.145722","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"263","5.174683","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=20766 Ack=8505 Win=64128 Len=0 TSval=1092414104 TSecr=648041302"
"264","5.176633","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=20766 Ack=8505 Win=64128 Len=1448 TSval=1092414105 TSecr=648041302 [TCP segment of a reassembled PDU]"
"265","5.176990","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=22214 Ack=8505 Win=64128 Len=1448 TSval=1092414105 TSecr=648041302 [TCP segment of a reassembled PDU]"
"266","5.177031","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=8505 Ack=23662 Win=129600 Len=0 TSval=648041332 TSecr=1092414105"
"267","5.177232","17.248.248.50","10.90.119.247","TLSv1.3","104","Application Data"
"268","5.177261","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=8505 Ack=23700 Win=131008 Len=0 TSval=648041332 TSecr=1092414106"
"269","5.221568","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"270","5.221738","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"271","5.251719","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=23700 Ack=9169 Win=64128 Len=0 TSval=1092414181 TSecr=648041376"
"272","5.253140","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"273","5.253184","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=9169 Ack=24810 Win=129920 Len=0 TSval=648041407 TSecr=1092414182"
"274","5.271048","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"275","5.271246","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"276","5.300588","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=24810 Ack=9833 Win=64128 Len=0 TSval=1092414229 TSecr=648041424"
"277","5.301713","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=24810 Ack=9833 Win=64128 Len=1448 TSval=1092414230 TSecr=648041424 [TCP segment of a reassembled PDU]"
"278","5.301967","17.248.248.50","10.90.119.247","TLSv1.3","1373","Application Data"
"279","5.302026","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=9833 Ack=27565 Win=129728 Len=0 TSval=648041453 TSecr=1092414230"
"280","5.345710","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"281","5.345895","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"282","5.379447","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=27565 Ack=10497 Win=64128 Len=0 TSval=1092414305 TSecr=648041496"
"283","5.383141","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=27565 Ack=10497 Win=64128 Len=1448 TSval=1092414307 TSecr=648041496 [TCP segment of a reassembled PDU]"
"284","5.383143","17.248.248.50","10.90.119.247","TLSv1.3","1273","Application Data"
"285","5.383205","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=10497 Ack=30220 Win=128384 Len=0 TSval=648041532 TSecr=1092414307"
"286","5.424986","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"287","5.425159","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"288","5.472207","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=30220 Ack=11161 Win=64128 Len=0 TSval=1092414387 TSecr=648041572"
"289","5.474114","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=30220 Ack=11161 Win=64128 Len=1448 TSval=1092414389 TSecr=648041572 [TCP segment of a reassembled PDU]"
"290","5.474431","17.248.248.50","10.90.119.247","TLSv1.3","1372","Application Data"
"291","5.474469","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=11161 Ack=32974 Win=129728 Len=0 TSval=648041620 TSecr=1092414389"
"292","5.515167","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"293","5.515344","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"294","5.562757","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=32974 Ack=11825 Win=64128 Len=0 TSval=1092414472 TSecr=648041660"
"295","5.564544","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"296","5.564601","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=11825 Ack=34083 Win=129920 Len=0 TSval=648041708 TSecr=1092414474"
"297","5.580672","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"298","5.580843","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"299","5.616761","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=34083 Ack=12489 Win=64128 Len=0 TSval=1092414545 TSecr=648041724"
"300","5.617805","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"301","5.617852","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=12489 Ack=35193 Win=129920 Len=0 TSval=648041760 TSecr=1092414546"
"302","5.632558","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"303","5.632756","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"304","5.669413","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=35193 Ack=13153 Win=64128 Len=0 TSval=1092414590 TSecr=648041774"
"305","5.671304","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=35193 Ack=13153 Win=64128 Len=1448 TSval=1092414592 TSecr=648041774 [TCP segment of a reassembled PDU]"
"306","5.672457","17.248.248.50","10.90.119.247","TLSv1.3","1370","Application Data"
"307","5.672500","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=13153 Ack=37945 Win=129728 Len=0 TSval=648041812 TSecr=1092414592"
"308","5.708527","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"309","5.708695","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"310","5.737604","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=37945 Ack=13817 Win=64128 Len=0 TSval=1092414667 TSecr=648041847"
"311","5.739886","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"312","5.739934","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=13817 Ack=39055 Win=129920 Len=0 TSval=648041878 TSecr=1092414668"
"313","5.748746","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"314","5.748909","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"315","5.781371","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=39055 Ack=14481 Win=64128 Len=0 TSval=1092414711 TSecr=648041886"
"316","5.783889","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"317","5.783977","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=14481 Ack=40165 Win=129920 Len=0 TSval=648041920 TSecr=1092414712"
"318","5.803194","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"319","5.803382","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"320","5.831780","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=40165 Ack=15145 Win=64128 Len=0 TSval=1092414761 TSecr=648041939"
"321","5.836138","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=40165 Ack=15145 Win=64128 Len=1448 TSval=1092414762 TSecr=648041939 [TCP segment of a reassembled PDU]"
"322","5.836149","17.248.248.50","10.90.119.247","TLSv1.3","1272","Application Data"
"323","5.836430","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=15145 Ack=42819 Win=128384 Len=0 TSval=648041971 TSecr=1092414762"
"324","5.843571","162.125.19.131","10.90.119.247","TLSv1.2","184","Application Data"
"325","5.843669","10.90.119.247","162.125.19.131","TCP","66","60651  >  443 [ACK] Seq=1 Ack=237 Win=2046 Len=0 TSval=648041978 TSecr=1536086853"
"326","5.885955","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"327","5.886173","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"328","5.931220","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=42819 Ack=15809 Win=64128 Len=0 TSval=1092414850 TSecr=648042019"
"329","5.931926","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=42819 Ack=15809 Win=64128 Len=1448 TSval=1092414851 TSecr=648042019 [TCP segment of a reassembled PDU]"
"330","5.932237","17.248.248.50","10.90.119.247","TLSv1.3","1271","Application Data"
"331","5.932273","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=15809 Ack=45472 Win=129856 Len=0 TSval=648042064 TSecr=1092414851"
"332","5.976672","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"333","5.976849","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"334","6.001527","10.90.119.247","17.253.108.253","NTP","90","NTP Version 4, client"
"335","6.021546","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=45472 Ack=16473 Win=64128 Len=0 TSval=1092414939 TSecr=648042108"
"336","6.022393","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=45472 Ack=16473 Win=64128 Len=1448 TSval=1092414941 TSecr=648042108 [TCP segment of a reassembled PDU]"
"337","6.022395","17.248.248.50","10.90.119.247","TLSv1.3","1373","Application Data"
"338","6.022450","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=16473 Ack=48227 Win=128256 Len=0 TSval=648042152 TSecr=1092414941"
"339","6.068882","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"340","6.069065","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"341","6.097325","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=48227 Ack=17137 Win=64128 Len=0 TSval=1092415026 TSecr=648042198"
"342","6.099714","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=48227 Ack=17137 Win=64128 Len=1448 TSval=1092415028 TSecr=648042198 [TCP segment of a reassembled PDU]"
"343","6.099717","17.248.248.50","10.90.119.247","TLSv1.3","1273","Application Data"
"344","6.099821","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=17137 Ack=50882 Win=128384 Len=0 TSval=648042228 TSecr=1092415028"
"345","6.143934","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"346","6.144118","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"347","6.175228","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=50882 Ack=17801 Win=64128 Len=0 TSval=1092415102 TSecr=648042272"
"348","6.176374","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=50882 Ack=17801 Win=64128 Len=1448 TSval=1092415104 TSecr=648042272 [TCP segment of a reassembled PDU]"
"349","6.176722","17.248.248.50","10.90.119.247","TLSv1.3","1271","Application Data"
"350","6.176755","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=17801 Ack=53535 Win=129856 Len=0 TSval=648042303 TSecr=1092415104"
"351","6.220409","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"352","6.220625","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"353","6.253376","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=53535 Ack=18465 Win=64128 Len=0 TSval=1092415182 TSecr=648042346"
"354","6.256226","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=53535 Ack=18465 Win=64128 Len=1448 TSval=1092415185 TSecr=648042346 [TCP segment of a reassembled PDU]"
"355","6.256860","17.248.248.50","10.90.119.247","TLSv1.3","1271","Application Data"
"356","6.256910","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=18465 Ack=56188 Win=129856 Len=0 TSval=648042380 TSecr=1092415185"
"357","6.307471","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"358","6.307713","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"359","6.335358","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=56188 Ack=19129 Win=64128 Len=0 TSval=1092415265 TSecr=648042431"
"360","6.337010","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"361","6.337048","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=19129 Ack=57297 Win=129920 Len=0 TSval=648042459 TSecr=1092415266"
"362","6.357864","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"363","6.358029","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"364","6.392969","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=57297 Ack=19793 Win=64128 Len=0 TSval=1092415315 TSecr=648042479"
"365","6.392972","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"366","6.393072","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=19793 Ack=58407 Win=129920 Len=0 TSval=648042514 TSecr=1092415317"
"367","6.414541","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"368","6.414783","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"369","6.443305","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=58407 Ack=20457 Win=64128 Len=0 TSval=1092415372 TSecr=648042535"
"370","6.447331","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"371","6.447376","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=20457 Ack=59516 Win=129920 Len=0 TSval=648042567 TSecr=1092415374"
"372","6.460811","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"373","6.461015","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"374","6.490158","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=59516 Ack=21121 Win=64128 Len=0 TSval=1092415418 TSecr=648042580"
"375","6.490767","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"376","6.490844","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=21121 Ack=60626 Win=129920 Len=0 TSval=648042609 TSecr=1092415419"
"377","6.505151","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"378","6.505326","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"379","6.535038","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=60626 Ack=21785 Win=64128 Len=0 TSval=1092415462 TSecr=648042623"
"380","6.536084","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"381","6.536126","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=21785 Ack=61736 Win=129920 Len=0 TSval=648042653 TSecr=1092415463"
"382","6.549063","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"383","6.549230","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"384","6.596256","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=61736 Ack=22449 Win=64128 Len=0 TSval=1092415517 TSecr=648042665"
"385","6.597840","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"386","6.597884","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=22449 Ack=62846 Win=129920 Len=0 TSval=648042712 TSecr=1092415518"
"387","6.611853","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"388","6.612037","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"389","6.668911","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=62846 Ack=23113 Win=64128 Len=0 TSval=1092415585 TSecr=648042725"
"390","6.669716","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=62846 Ack=23113 Win=64128 Len=1448 TSval=1092415587 TSecr=648042725 [TCP segment of a reassembled PDU]"
"391","6.669957","17.248.248.50","10.90.119.247","TLSv1.3","1270","Application Data"
"392","6.669994","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=23113 Ack=65498 Win=129856 Len=0 TSval=648042782 TSecr=1092415587"
"393","6.712621","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"394","6.712860","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"395","6.755497","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=65498 Ack=23777 Win=64128 Len=0 TSval=1092415677 TSecr=648042823"
"396","6.761750","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=65498 Ack=23777 Win=64128 Len=1448 TSval=1092415680 TSecr=648042823 [TCP segment of a reassembled PDU]"
"397","6.762849","17.248.248.50","10.90.119.247","TLSv1.3","1269","Application Data"
"398","6.762892","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=23777 Ack=68149 Win=129856 Len=0 TSval=648042872 TSecr=1092415680"
"399","6.807252","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"400","6.807448","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"401","6.864926","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=68149 Ack=24441 Win=64128 Len=0 TSval=1092415777 TSecr=648042916"
"402","6.869731","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=68149 Ack=24441 Win=64128 Len=1448 TSval=1092415779 TSecr=648042916 [TCP segment of a reassembled PDU]"
"403","6.871017","17.248.248.50","10.90.119.247","TLSv1.3","1272","Application Data"
